,Sales-,Sales Growth %,Expenses-,Material Cost %,Manufacturing Cost %,Employee Cost %,Other Cost %,Operating Profit,OPM %,Other Income,Interest,Depreciation,Profit before tax,Tax %,Net Profit,EPS in Rs,Dividend Payout %,Share Capital-,Equity Capital,Reserves,Borrowings,Other Liabilities-,Trade Payables,Advance from Customers,Other liability items,Total Liabilities,Fixed Assets-,Gross Block,Accumulated Depreciation,CWIP,Investments,Other Assets-,Inventories,Trade receivables,Cash Equivalents,Loans n Advances,Other asset items,Total Assets,company_id,Preference Capital,Non controlling int,Other Assets+
Mar 2014,2217,14.00%,1987,31.70%,30.98%,7.92%,19.06%,229,10%,4,163,143,-72,31%,-47,-1.92,-0%,24,24.31,217,1395,677,487,86,106,2313,1177,2564,1387,43,14,1079,490,332,28,264,-36,2313,515030,,-4,
Mar 2015,2099,-5.33%,1794,35.66%,26.70%,8.68%,14.43%,305,15%,18,160,112,51,26%,42,1.73,-0%,24,24.31,257,1419,560,286,16,264,2260,1143,2283,1140,41,16,1060,513,267,32,265,-18,2260,515030,,-6,
Mar 2016,2209,5.26%,1816,36.32%,22.36%,9.19%,14.34%,393,18%,3,144,110,142,42%,87,3.58,17%,24,24.31,330,1319,598,289,13,303,2272,1134,2382,1247,65,19,1054,519,266,38,211,19,2272,515030,,-8,
Mar 2017,2345,6.17%,1932,36.10%,22.93%,10.15%,13.19%,414,18%,33,144,79,223,33%,150,6.15,16%,24,24.31,902,1221,682,373,19,298,2830,1588,1659,71,85,27,1129,584,241,16,320,-32,2830,515030,,-8,
Mar 2018,2633,12.27%,2174,35.42%,31.23%,10.17%,5.75%,459,17%,28,124,95,269,35%,177,7.30,21%,24,24.31,1051,1373,833,587,18,238,3281,1907,2071,164,114,42,1218,614,323,17,330,-65,3281,515030,,-9,
Mar 2019,2913,10.64%,2405,31.72%,34.99%,9.61%,6.23%,508,17%,26,135,119,280,33%,190,7.82,13%,24,24.31,1191,1643,831,638,19,184,3689,1956,2226,269,453,48,1232,691,270,22,350,-100,3689,515030,,-11,
Mar 2020,2643,-9.26%,2212,32.15%,34.67%,10.24%,6.62%,431,16%,23,146,137,171,11%,154,6.32,16%,24,24.31,1278,1762,799,578,27,208,3863,2035,2460,425,489,55,1284,722,261,14,358,-71,3863,515030,,-14,
TTM,2152,,1856,,,,,296,14%,14,147,134,28,,59,2.43,,,,,,,,,,,,,,,,,,,,,,,515030,,,
Sep 2020,,,,,,,,,,,,,,,,,,24,24.31,1253,1422,1146,546,,615,3845,1974,,,522,60,1288,665,267,51,27,279,3845,515030,,-15,
Mar 2009,6442,67.56%,6425,99%,0%,0%,0%,17,0%,114,4,6,121,19%,94,4.14,29%,227,227,1332,20,446,230,14,66,2026,47,60,14,1,532,1446,0,355,1052,41,-1,2026,532524,,136,
Mar 2010,7706,19.62%,7647,98%,0%,0%,0%,59,1%,129,13,6,169,29%,107,,33%,295,295,1839,311,553,329,8,74,2998,77,96,19,1,810,2110,0,532,1245,335,-1,2998,532524,,142,
Mar 2011,9109,18.22%,8865,96%,1%,0%,0%,245,3%,62,47,10,250,29%,166,5.63,27%,295,295,2049,570,1176,559,33,172,4091,68,98,30,0,1057,2965,0,1000,1188,155,622,4091,532524,,412,
Mar 2012,8021,-11.95%,7615,93%,2%,0%,0%,406,5%,52,95,9,354,27%,204,6.92,22%,295,295,2206,760,1852,1266,27,96,5112,60,98,38,0,762,4290,40,2588,272,289,1101,5112,532524,,464,
Mar 2013,9120,13.71%,8672,93%,2%,0%,0%,449,5%,16,108,8,348,30%,198,6.70,24%,296,296,2338,1587,1750,1103,27,133,5971,55,101,46,1,982,4934,18,2144,461,212,2099,5971,532524,,487,
Mar 2014,12003,31.60%,11172,92%,1%,0%,0%,830,7%,49,228,9,642,30%,361,12.19,16%,296,296,2613,3895,1871,1089,38,209,8675,54,108,54,1,866,7754,0,2092,617,483,4562,8675,532524,,534,
Mar 2015,13838,15.29%,12837,92%,0%,0%,1%,1000,7%,7,422,8,577,32%,256,8.66,25%,296,296,2786,5110,2477,1624,24,254,10670,49,112,62,0,1293,9328,0,2524,341,980,5482,10670,532524,,575,
Mar 2016,13447,-2.82%,12333,0%,90%,0%,1%,1114,8%,154,633,10,624,35%,323,10.90,23%,296,296,3255,7724,3507,2483,42,234,14782,387,397,10,0,1102,13293,0,3710,222,1205,8155,14782,532524,,747,
Mar 2017,15311,13.86%,13918,88%,1%,0%,1%,1393,9%,203,802,21,772,34%,415,14.01,21%,296,296,3559,9999,4245,2737,50,622,18098,2155,2185,30,0,974,14970,0,3287,301,1257,10124,18098,532524,,834,
Mar 2018,12766,-16.62%,11612,84%,2%,0%,5%,1154,9%,147,946,97,258,36%,200,6.75,59%,296,296,3423,12353,3181,2238,49,215,19253,2061,2188,127,0,400,16792,0,3338,441,1686,11326,19253,532524,,679,
Mar 2019,15155,18.72%,13201,84%,1%,0%,1%,1954,13%,130,1243,97,744,34%,425,14.37,28%,296,296,3666,13320,3996,2954,0,319,21278,1967,2190,224,0,291,19020,0,4909,208,1978,11924,21278,532524,,723,
Mar 2020,18101,19.44%,16274,88%,0%,0%,2%,1827,10%,22,1159,100,589,31%,368,12.42,44%,296,296,3891,11408,5514,4360,8,405,21109,1884,2207,323,0,564,18662,0,7011,743,1293,9616,21109,532524,,740,
TTM,18100,,16386,,,,,1713,9%,25,1039,100,600,,367,12.42,,,,,,,,,,,,,,,,,,,,,,,532524,,,
Sep 2020,,,,,,,,,,,,,,,,,,296,296,4007,9525,9165,6485,,1927,22993,1835,,,0,568,20590,0,8388,1264,8674,2265,22993,532524,,753,
Mar 2009,425,-16.78%,178,0%,38%,6%,-2%,247,58%,30,0,7,270,7%,252,,0%,60,3,1384,11,456,31,0,426,1854,274,284,10,385,15,1180,712,27,167,274,0,1854,533273,57,,
Mar 2010,790,85.67%,316,0%,39%,3%,-2%,473,60%,16,0,9,481,5%,458,,1%,325,289,1539,0,720,13,493,214,2548,307,326,19,510,79,1652,619,40,361,634,-3,2548,533273,36,,
Mar 2011,996,26.10%,419,0%,39%,5%,-2%,577,58%,63,0,24,615,16%,517,15.76,6%,364,328,2983,0,680,32,392,256,3991,758,800,42,173,65,2996,775,47,1399,206,569,3991,533273,36,,
Mar 2012,825,-17.20%,342,0%,36%,8%,-3%,483,59%,150,0,27,606,24%,463,14.10,14%,328,328,3406,0,1050,30,715,305,4785,966,1034,68,284,0,3534,1020,68,1293,168,985,4785,533273,0,,
Mar 2013,1048,27.03%,435,0%,36%,7%,-2%,613,58%,99,0,29,683,26%,505,15.38,13%,328,328,3834,0,1127,30,718,379,5289,952,1045,93,385,0,3952,1245,52,1072,343,1240,5289,533273,0,,
Mar 2014,798,-23.78%,364,0%,37%,10%,-2%,435,54%,57,0,27,464,33%,311,9.48,21%,328,328,4068,76,1015,24,627,364,5487,931,1050,119,434,50,4073,1649,86,500,599,1239,5487,533273,0,,
Mar 2015,923,15.56%,409,0%,35%,10%,-1%,514,56%,17,2,40,489,35%,317,9.66,21%,328,328,4306,902,1584,35,35,1513,7120,1280,1440,160,22,0,5818,3482,83,294,707,1253,7120,533273,0,,
Mar 2016,1416,53.47%,740,0%,46%,8%,-2%,676,48%,43,7,49,663,35%,436,12.84,16%,339,339,5002,473,1669,42,35,1591,7484,247,271,25,49,2182,5007,3339,112,312,1132,112,7484,533273,0,,
Mar 2017,1114,-21.36%,544,-39%,78%,11%,-2%,570,51%,51,6,50,565,33%,379,11.15,18%,340,340,5386,869,1865,47,30,1788,8459,945,1043,98,110,1824,5581,3766,106,346,1242,121,8459,533273,0,,
Mar 2018,1265,13.63%,590,-39%,77%,10%,-2%,675,53%,30,7,49,650,29%,459,13.51,15%,340,340,5753,1694,2401,131,37,2234,10188,976,1123,147,113,2420,6679,4247,181,117,2022,112,10188,533273,0,,
Mar 2019,2582,104.09%,1427,-16%,65%,5%,1%,1155,45%,86,19,44,1178,31%,817,22.47,9%,364,364,7666,1586,1483,208,6,1268,11098,1062,1252,190,126,2938,6972,4165,109,425,2084,188,11098,533273,0,,
Mar 2020,2238,-13.35%,1190,-52%,99%,6%,-1%,1048,47%,54,88,45,969,29%,689,18.96,0%,364,364,8266,1519,1045,61,8,976,11193,1046,1280,234,305,2406,7435,5317,115,108,1261,633,11193,533273,0,,
TTM,1577,,732,,,,,845,54%,44,76,43,769,,565,15.54,,,,,,,,,,,,,,,,,,,,,,,533273,,,
Sep 2020,,,,,,,,,,,,,,,,,,364,364,8432,1389,1310,47,,1263,11494,1034,,,337,2353,7770,5361,111,314,350,1634,11494,533273,,,
Mar 2009,843,15.01%,188,,0.65%,6.40%,15.22%,655,78%,8,522,37,105,21%,82,3.92,14%,116,116,1015,4282,267,39,0,206,5681,320,362,42,0,444,4917,24,68,483,4340,2,5681,523756,,22,
Mar 2010,970,15.00%,178,,0.80%,6.47%,11.12%,791,82%,2,533,43,218,28%,156,7.45,9%,116,116,1173,6570,568,275,0,270,8427,323,408,84,0,671,7433,10,108,291,7020,3,8427,523756,,24,
Mar 2011,1632,68.29%,386,,3.42%,7.57%,12.63%,1246,76%,-3,830,124,289,32%,179,3.56,21%,503,503,2565,8308,2506,292,0,2140,13882,1887,2225,338,78,2031,9885,17,234,169,4868,4598,13882,523756,,74,
Mar 2012,2434,49.17%,474,,3.19%,7.05%,9.24%,1960,81%,7,1565,165,237,48%,111,2.21,23%,503,503,2675,15916,1077,438,14,534,20172,2325,2809,484,190,2123,15534,13,347,671,8837,5666,20172,523756,,91,
Mar 2013,3189,31.01%,511,,2.46%,5.07%,8.48%,2678,84%,18,2139,194,363,28%,263,5.23,10%,503,503,2894,18282,967,203,12,725,22646,1700,2157,458,180,2479,18287,5,189,580,6892,10622,22646,523756,,27,
Mar 2014,3235,1.46%,521,,2.09%,4.02%,10.00%,2714,84%,25,2350,163,226,39%,139,2.75,18%,503,503,2994,19767,899,151,8,710,24163,1740,2336,596,362,2420,19641,10,212,564,7496,11358,24163,523756,,30,
Mar 2015,3339,3.22%,697,,2.36%,4.34%,14.16%,2643,79%,21,2274,201,188,36%,129,2.57,19%,503,503,3081,20326,968,221,9,725,24878,1803,2574,772,56,2250,20769,13,265,575,7215,12700,24878,523756,,13,
Mar 2016,3234,-3.15%,630,,1.73%,4.50%,13.25%,2604,81%,28,2311,215,106,42%,73,1.44,35%,503,503,3122,20673,1221,404,7,809,25518,1677,2600,923,62,2170,21609,17,105,664,7083,13740,25518,523756,,1,
Mar 2017,4666,44.27%,1313,,2.73%,4.34%,21.07%,3353,72%,15,2628,380,360,33%,243,4.84,10%,503,503,4416,26204,2250,1032,13,1205,33373,3284,5116,1832,9,1282,28799,22,120,932,10102,17623,33373,523756,,1,
Mar 2018,5402,15.77%,1177,,4.57%,4.64%,12.58%,4225,78%,-2,3010,637,576,32%,378,7.51,7%,503,503,3302,33564,3648,2580,0,1068,41017,5091,5714,622,4,1929,33992,26,153,1501,1893,30418,41017,523756,,0,
Mar 2019,6642,22.96%,1528,,7.18%,3.94%,11.89%,5114,77%,-44,3587,815,668,27%,487,9.68,5%,503,503,3608,33661,2435,1687,33,714,40206,5043,6431,1388,5,2119,33040,0,282,2025,3040,27693,40206,523756,,0,
Mar 2020,6136,-7.62%,1259,,6.04%,3.22%,11.26%,4877,79%,-161,3789,785,142,37%,89,1.77,0%,503,503,3519,32355,1616,1134,44,438,37993,3728,5579,1851,2,1091,33172,0,181,1720,2678,28592,37993,523756,,0,
TTM,5438,,1052,,,,,4385,81%,-60,3572,726,28,,19,0.36,,,,,,,,,,,,,,,,,,,,,,,523756,,,
Sep 2020,,,,,,,,,,,,,,,,,,503,503,3578,31469,1338,491,,844,36888,3329,,,2,1546,32011,0,168,1166,28605,2072,36888,523756,,3,
Mar 2009,97795,8.09%,69361,31%,10%,4%,25%,28433,29%,5138,239,2167,31166,35%,19795,15.43,35%,2139,2139,90085,23704,39288,11777,0,26099,155215,29899,90885,60894,24758,3480,97078,6957,7181,22596,21578,38766,155215,500312,,1411,
Mar 2010,95663,-2.18%,67940,28%,16%,6%,21%,27723,29%,5271,502,2065,30427,35%,19404,15.12,36%,2139,2139,99268,23726,42559,13051,0,27865,167692,33915,101267,67347,25614,5159,103004,8667,7142,22384,20247,44563,167692,500312,,1643,
Mar 2011,113844,19.01%,79928,29%,14%,5%,22%,33916,30%,3718,438,2883,34313,33%,22456,17.50,33%,4278,4278,111049,6704,71495,15586,3691,50229,193527,35859,108942,72922,34760,3100,119808,9049,9973,20816,13004,66966,193527,500312,,1989,
Mar 2012,140147,23.10%,91656,33%,7%,1%,24%,48491,35%,7934,435,13187,42804,34%,28144,21.93,30%,4278,4278,132161,15973,79771,17604,2957,56986,232183,38542,119874,81156,49698,2921,141022,13703,11718,27891,7987,79722,232183,500312,,2224,
Mar 2013,161984,15.58%,118492,37%,6%,2%,28%,43492,27%,5497,484,11763,36742,35%,24220,18.87,34%,4278,4278,148250,20686,80211,18615,518,59131,253424,49104,137937,86672,53385,2128,148807,13360,15396,19619,16461,83972,253424,500312,,1947,
Mar 2014,174121,7.49%,124749,41%,7%,6%,18%,49372,28%,6928,624,16262,39413,32%,26507,20.65,31%,4278,4278,167874,49113,103711,30680,2709,67410,324976,64655,165578,98757,72034,4746,183541,15551,16029,24480,7815,119666,324976,500312,,2912,
Mar 2015,160923,-7.58%,118610,40%,6%,6%,23%,42312,26%,5955,2864,18033,27370,35%,18334,14.29,44%,4278,4278,176177,53944,103448,30466,127,70381,337847,88928,198415,107319,63393,4749,180776,11355,18816,16097,24842,109667,337847,500312,,2473,
Mar 2016,124036,-22.92%,85008,30%,8%,7%,23%,39028,31%,1174,3766,16384,20052,35%,12875,10.03,56%,4278,4278,193536,45500,98459,29778,69,65960,341772,46385,60690,14304,57668,33387,204332,10762,8332,24689,14179,146371,341772,500312,,2652,
Mar 2017,282506,127.76%,229702,60%,6%,5%,9%,52804,19%,12724,3591,20219,41718,30%,24419,19.03,40%,6417,6417,187969,80029,170111,24014,805,132000,444525,81510,104769,23258,59042,70746,233227,30555,12547,13213,16384,160528,444525,500312,,13292,
Mar 2018,322706,14.23%,265817,63%,6%,5%,9%,56889,18%,10429,4999,23112,39208,34%,22106,17.23,38%,6417,6417,197602,106550,148664,26485,917,105656,459232,82970,111388,28418,61512,67335,247416,31254,13899,5063,19609,177591,459232,500312,,15606,
Mar 2019,421624,30.65%,346826,65%,5%,4%,9%,74797,18%,9589,5837,23704,54846,38%,30546,24.28,29%,6290,6290,210644,107742,167667,30557,972,118032,492343,86011,115423,29411,69056,66909,270367,35949,15396,4820,29258,184943,492343,500312,,18106,
Mar 2020,396753,-5.90%,344627,68%,6%,4%,9%,52125,13%,577,7000,26635,19068,39%,10907,8.67,58%,6290,6290,200678,128693,166585,22968,1225,124580,502246,103848,145550,41702,83832,50640,263926,34065,9173,5704,30114,184869,502246,500312,,17813,
TTM,360048,,318607,,,,,41441,12%,-525,6272,25702,8942,,3244,2.59,,,,,,,,,,,,,,,,,,,,,,,500312,,,
Sep 2020,,,,,,,,,,,,,,,,,,6290,6290,203704,103949,193606,22724,,151087,507550,277506,,,52692,48652,128700,35895,10851,3769,32756,45430,507550,500312,,19795,
Mar 2018,17.30,,14.82,46.76%,10.46%,19.88%,8.55%,2.48,14.34%,0.02,1.18,0.56,0.76,32.89%,0.51,,0.00%,3.00,3.00,0.71,12.75,2.10,0.88,0.07,1.15,18.56,2.61,8.03,5.42,0.00,0.00,15.95,9.23,5.01,0.14,1.57,,18.56,543236,,,
Mar 2019,18.34,6.01%,15.82,49.02%,8.89%,20.99%,7.36%,2.52,13.74%,0.08,1.05,0.67,0.88,26.14%,0.65,,0.00%,3.00,3.00,1.36,10.72,2.18,0.80,0.01,1.37,17.26,2.49,8.54,6.05,0.00,0.00,14.77,7.17,6.25,0.17,1.18,,17.26,543236,,,
Mar 2020,16.29,-11.18%,14.20,45.98%,8.84%,24.25%,8.10%,2.09,12.83%,0.03,0.83,0.61,0.68,26.47%,0.49,,0.00%,3.00,3.00,1.86,8.50,2.81,1.65,0.03,1.13,16.17,2.67,9.33,6.66,0.05,0.00,13.45,8.28,4.10,0.14,0.93,,16.17,543236,,,
Mar 2009,96,-16.77%,95,78%,14%,6%,2%,0,0%,2,4,1,-2,-1%,-2,-7.20,0%,3,3.00,22,36,16,8.11,2.84,5.52,77,15,27,13,13,1,49,37,4,2,6,-0,77,530129,,,
Mar 2010,145,51.48%,134,72%,13%,4%,3%,11,8%,1,5,2,5,33%,3,10.79,9%,3,3.00,25,38,36,26.70,2.59,6.43,101,27,41,14,1,1,73,52,13,1,7,-0,101,530129,,,
Mar 2011,254,75.05%,240,81%,10%,1%,2%,14,5%,2,5,1,10,26%,7,23.88,8%,3,3.00,31,61,51,36.42,3.18,11.34,147,27,43,16,7,1,112,54,41,2,9,4,147,530129,,,
Mar 2012,275,8.28%,261,81%,11%,2%,2%,13,5%,2,6,1,8,29%,6,18.89,11%,3,3.00,36,66,25,14.02,3.53,7.93,131,46,64,18,0,1,83,41,19,9,12,1,131,530129,,,
Mar 2013,258,-6.03%,243,79%,12%,2%,1%,15,6%,15,5,3,22,12%,20,65.92,3%,3,3.00,54,41,17,7.76,0.04,9.54,115,36,47,11,0,0,78,25,28,4,10,11,115,530129,,,
Mar 2014,277,7.24%,260,81%,10%,2%,1%,17,6%,2,7,3,8,38%,5,17.36,17%,3,3.00,58,52,30,19.56,0.00,10.26,142,34,48,14,0,0,108,37,53,2,7,9,142,530129,,,
Mar 2015,386,39.39%,369,83%,10%,1%,1%,17,4%,6,7,3,12,33%,8,27.05,11%,3,3.00,64,31,14,4.75,0.00,9.41,113,34,52,18,1,0,78,36,20,7,15,1,113,530129,,,
Mar 2016,425,10.25%,406,85%,8%,1%,1%,19,4%,3,7,3,11,37%,7,23.52,13%,3,3.00,70,24,12,1.98,0.00,10.42,110,35,56,21,1,0,74,28,16,0,29,1,110,530129,,,
Mar 2017,579,36.24%,527,81%,7%,1%,1%,52,9%,1,9,3,40,35%,26,87.68,3%,3,3.00,97,22,18,2.32,0.00,15.71,140,34,58,24,2,0,103,52,29,7,13,1,140,530129,,,
Mar 2018,633,9.28%,587,84%,6%,1%,1%,46,7%,1,7,4,35,35%,23,76.78,7%,3,3.00,117,61,13,4.57,0.00,8.20,194,34,61,27,0,0,161,60,92,1,6,1,194,530129,,,
Mar 2019,571,-9.84%,544,84%,9%,1%,1%,27,5%,1,5,4,19,35%,13,41.67,7%,3,3.00,129,46,11,2.14,0.00,8.59,188,31,59,28,1,0,156,87,56,0,11,1,188,530129,,,
Mar 2020,593,3.83%,571,84%,10%,1%,1%,21,4%,0,5,4,14,19%,11,36.41,3%,3,3.00,138,22,13,3.54,0.00,9.04,175,30,62,32,0,0,145,65,61,0,18,1,175,530129,,,
TTM,522,,502,,,,,19,4%,0,3,4,13,,10,32.32,,,,,,,,,,,,,,,,,,,,,,,530129,,,
Sep 2020,,,,,,,,,,,,,,,,,,3,3.00,140,2,37,3.59,,32.93,181,38,,,1,0,143,58,68,0,1,15,181,530129,,,
Mar 2019,244,,221,77%,6%,6%,2%,23,9%,0,7,10,7,32%,4,2.77,0%,14,13.99,25,71,24,15.60,,7.04,134,52,80,28,0,1,81,29.96,31.73,0.14,15.39,3.65,134,538119,,1.27,
Mar 2020,257,5.09%,237,76%,8%,6%,2%,20,8%,0,6,9,5,34%,3,2.37,0%,14,13.99,21,70,41,19.44,,24.54,145,46,100,54,0,1,98,27.12,51.26,0.11,15.36,4.40,145,538119,,-3.39,
TTM,157,,144,,,,,12,8%,1,6,8,-1,,-1,-0.65,,,,,,,,,,,,,,,,,,,,,,,538119,,,
Sep 2020,,,,,,,,,,,,,,,,,,14,13.99,18,48,40,11.49,,32.83,120,42,,,0,1,77,22.75,37.68,0.06,2.74,13.91,120,538119,,-3.96,
Dec 2008,907,7.99%,810,62%,9%,8%,10%,97,11%,35,2,23,107,37%,67,25.31,75%,27,26.66,291,3,212,112,0,99,532,154,388,234,11,58,310,105,132,8,75,-11,532,506390,,,
Dec 2009,918,1.21%,751,57%,9%,10%,6%,167,18%,16,1,19,163,34%,108,40.56,62%,27,26.66,321,2,232,131,0,100,581,147,358,211,6,124,304,77,145,17,79,-13,581,506390,,,
Dec 2010,967,5.33%,818,58%,9%,8%,10%,149,15%,34,1,17,165,32%,112,42.16,71%,27,26.66,340,1,300,166,0,134,668,139,339,200,20,192,317,91,126,21,93,-13,668,506390,,,
Dec 2011,975,0.87%,825,58%,8%,8%,11%,150,15%,264,1,18,395,23%,304,114.04,53%,27,26.66,459,0,313,151,2,160,798,170,380,209,13,267,348,116,134,28,38,32,798,506390,,,
Dec 2012,1091,11.90%,954,60%,9%,8%,10%,137,13%,28,1,22,142,29%,101,38.00,72%,27,26.66,475,0,320,185,1,135,821,174,395,221,9,235,403,162,148,14,55,23,821,506390,,,
Dec 2013,1237,13.44%,1119,62%,9%,8%,11%,119,10%,132,2,23,226,26%,167,62.55,48%,27,26.66,548,0,337,162,1,174,912,166,367,201,25,267,453,146,169,23,76,40,912,506390,,,
Dec 2014,1045,-15.58%,1026,66%,10%,9%,12%,19,2%,1203,1,33,1187,21%,943,353.83,11%,27,26.66,1369,9,437,146,2,289,1842,335,523,188,13,33,1461,163,161,1011,57,69,1842,506390,,,
Mar 2016,1140,9.12%,1076,63%,10%,9%,12%,64,6%,55,1,50,69,14%,59,25.72,583%,23,23.08,646,0,232,146,1,85,902,365,417,53,5,74,458,142,177,29,45,66,902,506390,,,
Mar 2017,981,-13.95%,914,61%,10%,9%,13%,67,7%,9,0,39,36,33%,24,10.61,236%,23,23.08,650,0,260,168,2,91,933,343,432,89,10,112,468,156,173,32,43,64,933,506390,,,
Mar 2018,1014,3.32%,970,64%,9%,9%,13%,44,4%,28,1,38,33,35%,22,9.36,53%,23,23.08,602,0,268,184,1,83,893,323,447,124,10,41,518,168,178,28,64,81,893,506390,,,
Mar 2019,719,-29.09%,677,60%,12%,8%,14%,42,6%,17,1,29,29,36%,19,8.04,124%,23,23.08,593,0,278,189,0,89,895,309,469,160,21,12,552,184,182,35,74,78,895,506390,,,
Mar 2020,757,5.36%,697,60%,11%,8%,13%,60,8%,50,4,39,66,24%,51,21.97,50%,23,23.08,628,32,260,135,3,122,943,227,375,148,3,81,632,126,148,32,257,69,943,506390,,,
TTM,668,,620,,,,,48,7%,297,3,39,302,,222,96.07,,,,,,,,,,,,,,,,,,,,,,,506390,,,
Sep 2020,,,,,,,,,,,,,,,,,,23,23.08,475,28,168,101,,66,693,203,,,5,106,379,96,140,22,8,113,693,506390,,,
Mar 2010,35,,31,66.60%,5.47%,5.70%,10.51%,4,12%,0,0,0,4,35%,2,3.69,14%,6,6.50,7,0,5,0,0,1,18,3,3,0,0,1,15,0,2,4,8,0,18,531358,,3,
Mar 2011,47,36.31%,41,64.41%,0.61%,9.93%,11.34%,6,14%,0,1,1,5,35%,3,4.04,25%,8,7.50,24,20,12,3,0,5,64,27,28,1,3,2,32,2,13,2,5,10,64,531358,,3,
Mar 2012,48,1.58%,39,35.97%,16.30%,25.20%,4.33%,9,18%,0,3,1,5,28%,4,4.88,20%,8,7.50,23,19,15,4,0,10,64,29,31,2,0,17,18,2,6,3,4,4,64,531358,,0,
Mar 2013,42,-13.64%,32,4.38%,1.66%,33.69%,36.41%,10,24%,0,3,1,6,35%,4,3.66,27%,10,10.00,44,29,32,26,0,6,114,28,31,3,0,15,70,1,31,19,15,4,114,531358,,0,
Mar 2014,62,48.42%,46,18.59%,1.30%,29.54%,25.42%,16,25%,0,9,1,6,38%,3,3.49,29%,10,10.00,46,96,38,30,0,8,189,32,36,4,0,26,131,5,52,48,22,5,189,531358,,0,
Mar 2015,62,0.41%,36,10.89%,1.87%,20.29%,25.24%,26,42%,-0,17,2,6,25%,5,5.10,20%,10,10.00,50,121,46,37,1,8,227,32,38,6,0,22,173,11,97,39,21,5,227,531358,,0,
Mar 2016,187,202.84%,160,47.86%,0.84%,9.69%,26.93%,28,15%,0,19,2,7,39%,4,4.30,23%,10,10.00,53,119,49,40,0,9,232,34,42,8,0,22,175,8,87,45,31,4,232,531358,,0,
Mar 2017,134,-28.74%,103,12.33%,2.12%,20.69%,42.28%,30,23%,1,19,2,10,41%,6,6.29,0%,10,10.00,60,147,70,6,44,19,287,37,47,10,1,26,222,9,114,41,51,7,287,531358,,0,
Mar 2018,152,13.50%,113,14.84%,2.66%,26.49%,30.34%,39,26%,0,21,3,16,24%,12,6.12,0%,20,20.00,146,177,84,10,51,24,428,78,91,13,4,47,299,17,117,62,95,8,428,531358,,0,
Mar 2019,121,-20.18%,85,0.00%,19.85%,36.34%,14.40%,36,29%,0,20,3,12,28%,6,2.94,0%,20,20.00,154,166,133,9,104,20,473,98,128,29,0,22,352,36,67,24,220,5,473,531358,,0,
Mar 2020,132,9.19%,93,0.00%,21.35%,35.96%,13.34%,39,29%,0,17,3,18,32%,12,6.21,0%,20,20.00,168,143,171,7,111,53,502,88,120,32,0,20,395,31,91,51,217,5,502,531358,,0,
TTM,140,,102,,,,,38,27%,6,16,3,25,,17,8.39,,,,,,,,,,,,,,,,,,,,,,,531358,,,
Sep 2020,,,,,,,,,,,,,,,,,,20,20.00,203,143,228,14,,214,595,86,,,0,7,502,25,56,40,209,173,595,531358,,0,
Mar 2018,123,,120,95%,1%,1%,1%,3,2%,1,2,0,1,-4%,1,2.32,0%,2,2.50,1,17,2,0.23,,1.64,23,4,5.13,0.94,0,0,18,6.30,10.66,0.46,0.99,0.08,23,542285,,,
Mar 2019,213,73%,210,95%,2%,1%,1%,3,1%,0,2,1,1,32%,0,0.35,0%,7,6.55,11,15,5,3.28,,1.77,38,4,5.31,1.51,0,0,34,9.91,10.44,0.59,13.46,0.07,38,542285,,,
Mar 2020,484,127%,481,95%,3%,0%,1%,4,1%,0,3,1,1,35%,0,0.27,0%,13,13.10,5,15,32,26.59,,5.12,64,3,5.44,2.04,0,0,61,5.41,40.76,3.06,11.68,0.01,64,542285,,,
Mar 2009,1.33,129%,4.00,73%,29%,59%,141%,-2.67,-200.75%,1.51,0.16,0.12,-1.44,-1.39%,-1.46,-2.03,0.00%,7.21,7.21,-6.22,2.28,1.35,1.02,,0.33,4.62,3.10,4.04,0.62,0.00,0.00,1.52,0.89,0.29,0.06,0.28,0.00,4.62,523844,,,
Mar 2010,1.09,-18%,1.64,83%,7%,4%,56%,-0.55,-50.46%,0.20,0.06,0.00,-0.41,0.00%,-0.41,-0.57,0.00%,7.21,7.21,-6.62,0.66,0.23,0.05,,0.18,1.48,0.00,0.00,0.00,0.00,0.00,1.48,0.00,0.65,0.38,0.45,0.00,1.48,523844,,,
Mar 2011,0.00,-100%,0.09,,,,,-0.09,,0.00,0.00,0.00,-0.09,0.00%,-0.09,-0.12,0.00%,7.21,7.21,-6.19,0.00,0.17,0.00,,0.17,1.19,0.00,0.00,0.00,0.00,0.00,1.19,0.00,0.33,0.22,0.64,0.00,1.19,523844,,,
Mar 2012,0.19,,0.24,0%,0%,11%,116%,-0.05,-26.32%,0.00,0.00,0.00,-0.05,0.00%,-0.05,-0.07,0.00%,7.21,7.21,-6.24,0.02,0.17,0.00,,0.17,1.16,0.00,0.00,0.00,0.00,0.00,1.16,0.19,0.14,0.03,0.75,0.05,1.16,523844,,,
Mar 2013,0.00,-100%,0.06,,,,,-0.06,,0.00,0.00,0.00,-0.06,0.00%,-0.06,-0.08,0.00%,7.21,7.21,-6.30,0.00,0.58,0.00,,0.58,1.49,0.00,0.00,0.00,0.00,0.00,1.49,0.19,0.00,0.02,1.22,0.06,1.49,523844,,,
